-4.000,-1.1578213
-3.900,-0.9474246
-3.800,-0.7735561
-3.700,-0.6247331
-3.600,-0.4934667
-3.500,-0.3745856
-3.400,-0.2643169
-3.300,-0.1597457
-3.200,-0.0584739
-3.100,0.0416167
-3.000,0.1425465
-2.900,0.2464054
-2.800,0.3555298
-2.700,0.4727276
-2.600,0.6015966
-2.500,0.7470223
-2.400,0.9160143
-2.300,1.1192136
-2.200,1.3738231
-2.100,1.7098465
-2.000,2.1850399
-1.900,2.9270975
-1.800,4.2862617
-1.700,7.6966021
-1.600,34.2325327
-1.500,-14.1014199
-1.400,-5.7978837
-1.300,-3.6021024
-1.200,-2.5721516
-1.100,-1.9647597
-1.000,-1.5574077
-0.900,-1.2601582
-0.800,-1.0296386
-0.700,-0.8422884
-0.600,-0.6841368
-0.500,-0.5463025
-0.400,-0.4227932
-0.300,-0.3093362
-0.200,-0.2027100
-0.100,-0.1003347
0.000,0.0000000
0.100,0.1003347
0.200,0.2027100
0.300,0.3093362
0.400,0.4227932
0.500,0.5463025
0.600,0.6841368
0.700,0.8422884
0.800,1.0296386
0.900,1.2601582
1.000,1.5574077
1.100,1.9647597
1.200,2.5721516
1.300,3.6021024
1.400,5.7978837
1.500,14.1014199
1.600,-34.2325327
1.700,-7.6966021
1.800,-4.2862617
1.900,-2.9270975
2.000,-2.1850399
2.100,-1.7098465
2.200,-1.3738231
2.300,-1.1192136
2.400,-0.9160143
2.500,-0.7470223
2.600,-0.6015966
2.700,-0.4727276
2.800,-0.3555298
2.900,-0.2464054
3.000,-0.1425465
3.100,-0.0416167
3.200,0.0584739
3.300,0.1597457
3.400,0.2643169
3.500,0.3745856
3.600,0.4934667
3.700,0.6247331
3.800,0.7735561
3.900,0.9474246